LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default.payment.next.month,TOTAL_BILL_AMT,TOTAL_PAY_AMT,PAY_BILL_RATIO,AVG_PAY_DELAY
230000.0,2,1,2,27,0,-2.299132670330985,4.033141018428178,-3.104487409588921,-1.0
50000.0,1,2,2,33,1,-1.7706307157062091,-1.4161258792483198,1.8376193037550759,0.3333333333333333
100000.0,1,1,2,32,0,3.409257218340759,-0.7340451484227438,-0.166478187158011,0.0
500000.0,2,2,1,54,0,-2.075649915385951,7.383224278032083,-6.863965842811347,-2.0
500000.0,1,1,1,58,0,-3.209118086629527,0.41436952595394677,-0.18757237490466364,-2.0
160000.0,1,1,2,30,0,-3.7217164030154968,-1.675820668453807,0.615722000498325,-1.5
280000.0,1,2,1,40,0,12.117777243405346,0.5873002423849232,0.044771323028844276,0.0
60000.0,2,2,2,22,0,-3.610075384035538,1.6161050066148288,-0.6191794369234296,-0.16666666666666666
50000.0,1,1,2,25,1,-4.041874675037173,-1.764220242439683,0.5799779513987122,-1.1666666666666667
280000.0,1,1,2,31,0,-3.241757745434656,0.4812376929468932,-0.2146698027148271,-0.3333333333333333
360000.0,1,1,2,33,0,21.01512896690311,13.548945212699754,0.6154379214888469,0.0
70000.0,2,1,2,25,0,1.8900650234922154,-0.7218245441013375,-0.24976065875124134,0.0
10000.0,1,2,2,22,0,-3.7053512644761524,-1.4241867435278346,0.526433207483541,0.0
140000.0,2,2,1,37,0,1.8019908119532944,-0.6436900730140351,-0.2297259756413379,0.0
40000.0,2,1,2,30,0,-1.8025647176393405,-1.089151322666672,1.3570884674201675,0.3333333333333333
210000.0,1,1,2,29,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-2.0
20000.0,2,1,2,22,1,-2.8745955034135213,-0.6580334487285684,0.3510269002194503,0.16666666666666666
150000.0,2,5,2,46,1,-3.9145367690510233,-1.699372568231737,0.5830678090175733,-0.5
380000.0,1,2,2,32,0,-2.335772523012862,3.545641553128503,-2.654375271270917,-1.0
20000.0,1,1,2,24,0,-2.292867984516552,-1.4556161816478523,1.1258815277974088,0.0
70000.0,1,3,2,42,1,-0.5788461333534484,-1.3806161009952473,-3.278175057464005,1.5
100000.0,2,3,3,43,0,-0.10348670445285475,-1.2535659029328807,-1.3982680559888685,0.0
310000.0,2,2,1,49,0,-3.4098968296609815,-0.11413687504731446,0.04736172671067041,-2.0
180000.0,2,1,2,25,0,-0.11955149496202386,-1.2246357473908644,-1.3909226268014876,0.5
150000.0,2,1,2,29,0,-1.444094652647563,-1.0726524696549244,2.4153690283368254,0.3333333333333333
500000.0,2,1,1,45,0,-3.9285168525330203,-1.4092793446867045,0.48122630520898263,-2.0
180000.0,2,3,1,34,0,-3.247112758085147,-0.06211668511956944,0.02764288747686231,-0.5
180000.0,2,2,1,34,0,10.234342750732049,0.12798746386739787,0.011392519055826207,0.0
200000.0,2,1,2,34,0,-3.951195693401062,-1.69301143397916,0.5736696613392227,1.6666666666666667
400000.0,2,2,1,29,0,30.39311488748593,4.416486943405936,0.14068329820837425,0.0
500000.0,2,3,1,28,1,-2.4171193471776298,-1.2993212605050761,0.9168749711115276,0.0
70000.0,1,2,1,39,0,-0.5678002841646139,-1.0965521587139584,-2.537142248218431,-0.16666666666666666
50000.0,1,1,2,29,1,-1.6568950245696348,-1.4735558330539877,2.2432135698080358,2.0
50000.0,2,2,1,46,1,-3.2530346229564517,-1.7509376280024491,0.7771463474914795,-1.0
130000.0,2,2,1,51,0,-4.012786361883687,-1.6611142956071085,0.5513548244318687,-1.3333333333333333
200000.0,1,1,1,57,1,2.580898531964032,-1.2689291805951894,-0.3543605520425663,-0.5
10000.0,1,2,1,56,1,-3.703279704492107,-1.6290723860342733,0.6026281273547843,1.0
210000.0,2,1,2,30,0,-3.9160912638155043,-1.264941624430336,0.4337798477456591,-0.5
130000.0,2,3,2,29,0,-3.885537556481602,0.594663137942407,-0.20608400559772735,-0.5
20000.0,1,5,2,22,0,-2.7438657585968613,-1.605064417743847,0.920405948583625,0.3333333333333333
80000.0,1,1,2,31,0,-4.017591339615896,-1.6998758191312486,0.5633220763907757,-1.0
320000.0,1,2,2,29,1,1.4415517343358346,-0.998380515611434,-0.4089122919539608,2.0
200000.0,2,2,1,32,0,-3.660364809381483,-0.6557175864158838,0.24647656746306676,-0.5
290000.0,2,1,2,37,0,-3.968537115672962,-1.5237984249312078,0.5133162785420541,-0.8333333333333334
340000.0,1,1,2,32,0,-1.7782886848248303,6.750259456861159,-8.67320775501245,-1.0
20000.0,1,2,2,24,0,-2.5120964937829866,-1.4662021513888894,0.9696485359348477,0.3333333333333333
50000.0,1,3,2,25,0,-1.9517241226197777,-1.4561040064063626,1.5299643791713464,-0.16666666666666666
300000.0,2,1,1,45,0,-4.02640083268294,-1.7105944801338036,0.5652240316816664,-1.0
30000.0,2,2,2,22,1,-1.836010743619603,-1.3099273274275811,1.5668785807178778,0.0
240000.0,2,2,2,44,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
470000.0,2,3,3,33,0,4.824751090687545,-0.6306525950670909,-0.10827116648389686,0.0
360000.0,2,1,2,26,0,0.5725371754953843,8.35844258372441,5.315259132803212,-0.16666666666666666
60000.0,1,3,2,30,1,-1.902880457271917,-1.5030701052426776,1.664749849370152,0.0
400000.0,2,2,1,44,0,6.446489075406742,-0.4334801148482767,-0.058212683918373864,0.3333333333333333
50000.0,2,3,2,49,0,-1.443653594584691,-1.4672036744877293,3.3070929490860883,0.0
160000.0,1,2,2,33,0,6.075419855056833,4.006576613530335,0.5662669771698167,0.0
360000.0,2,1,1,45,1,-4.000825054291245,-1.6683138853282136,0.5559517316554287,-0.3333333333333333
160000.0,2,2,2,32,0,-3.57596214442599,-1.3619799085481887,0.5287266784938267,-0.16666666666666666
130000.0,2,1,1,35,0,-0.87933019260927,1.5446071102410504,12.800278243915631,-0.5
20000.0,1,3,2,44,0,-3.113872028647881,-1.4708162910278153,0.6957924941031598,1.0
200000.0,1,1,1,53,1,9.02668336975242,0.0797520553574762,0.007953981632457339,2.0
280000.0,2,1,2,39,0,-3.8333094979170497,-1.639094561558212,0.5785088296083493,-0.8333333333333334
100000.0,2,1,2,27,0,-4.001945365403485,-1.3551760932930468,0.45143263062380895,-2.0
160000.0,2,2,1,37,0,-3.9932042945749826,-1.195259913881205,0.3993245352639469,-1.1666666666666667
60000.0,2,2,2,23,0,-1.148807286483529,-1.454739595821819,9.775997064383263,0.0
90000.0,1,2,2,35,0,1.135984568800282,-1.162074948433347,-0.5440465092339358,0.0
360000.0,1,1,1,43,0,-3.1318912469956395,5.175888797493235,-2.4278390395323113,-0.8333333333333334
150000.0,1,1,2,27,0,3.131867530725093,-0.5341361436772348,-0.12927233017644696,0.0
50000.0,2,3,1,22,0,-2.815449200625199,-1.6027463190238491,0.8828373266913224,0.0
20000.0,1,2,1,38,1,-2.6736608344531243,-1.4882881000362613,0.8892411589009703,-0.16666666666666666
140000.0,1,1,2,32,0,-3.855860659619009,-1.0343145209712712,0.36217261423015495,-2.0
380000.0,2,1,2,30,0,-1.9546972994081486,0.14813079149308964,-0.15515995654844866,-0.8333333333333334
480000.0,1,1,1,63,0,37.865212066860636,5.081584945268087,0.13074893137148283,0.6666666666666666
50000.0,2,3,2,22,1,-1.0032925120405376,-1.4190085139892488,430.98050865671377,0.0
60000.0,2,2,2,26,0,1.1227101351665232,-1.086188522229719,-0.511698938180511,1.6666666666666667
70000.0,2,2,2,24,0,-3.531586510697617,0.037603279938536405,-0.014853642085560904,-1.5
80000.0,2,2,1,36,0,-3.792613438514574,-1.10085597750189,0.3942027787732229,-1.0
350000.0,1,1,2,52,0,-3.8800498058707173,-0.8937937547866753,0.3103396868223455,-1.0
130000.0,1,2,2,38,0,6.081608341617313,15.760125145709361,2.2255008164021155,-0.5
360000.0,1,2,1,35,0,-4.062190003699982,-1.8113131481716942,0.5915090657284889,-1.5
330000.0,2,1,1,31,0,5.6304874949539485,0.2473201392410111,0.03730044577102831,0.3333333333333333
50000.0,1,3,1,47,0,-2.6333523850352214,-1.4048253667038562,0.8600871309674933,0.3333333333333333
280000.0,1,2,1,41,0,8.936693019382565,0.6198858094881328,0.062383512128127566,2.1666666666666665
100000.0,2,1,2,24,0,1.0438951953205482,-0.7646772841730182,-0.3741274434832713,0.0
50000.0,1,2,2,41,0,-2.2470338144085136,-1.5023162634240428,1.2047117295986183,0.0
30000.0,1,1,2,24,1,-2.261739999621127,-1.4622746156179094,1.1589349755551843,1.0
240000.0,1,1,2,28,0,-3.937591705127017,-1.373793078463003,0.4676596397196057,-1.0
80000.0,1,2,2,26,1,-2.544372289344161,-1.3744440636218407,0.8899693895734928,0.3333333333333333
400000.0,1,2,1,34,0,-2.9793642484140554,1.522563083333094,-0.7692182399237693,-1.0
240000.0,2,2,2,38,0,-1.0256066287829422,-1.1961266671459272,46.71160258091942,-0.3333333333333333
50000.0,1,3,2,37,1,0.35314933538965587,-1.246378920686387,-0.9210948770317926,2.1666666666666665
450000.0,1,1,1,40,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
110000.0,2,1,1,48,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
310000.0,2,2,1,35,1,20.29325000570498,1.2681036470748168,0.05955425530320928,0.3333333333333333
20000.0,1,1,2,27,0,-2.3605540562356304,-1.5679767687493267,1.1524545912476214,0.0
20000.0,1,2,2,23,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
200000.0,1,3,2,52,0,5.296633516659298,-0.5370812584302113,-0.08529657268590116,0.0
180000.0,1,1,1,36,1,5.9454392759770665,-0.9580232268865202,-0.13793558460731745,0.0
50000.0,1,2,1,51,1,-3.580854591136738,-1.4490043985680594,0.5614436410111137,0.0
60000.0,1,3,1,55,0,-0.16240719986902402,-1.3586969371855961,-1.6221449575177032,1.1666666666666667
30000.0,2,1,2,23,0,-3.54379290321156,0.11933771532583379,-0.04691329831731542,-1.1666666666666667
240000.0,1,1,2,41,0,-3.882832220000931,-1.3210898489765623,0.4582610947008688,-0.3333333333333333
420000.0,1,2,1,34,0,16.230321154739542,1.2350832999188979,0.07168080553038117,0.0
330000.0,1,3,1,46,0,16.676449708274173,1.0238203097548169,0.05792001938463789,0.0
30000.0,2,2,2,22,0,-2.2434119252904674,-1.5101300407973328,1.2145050325494977,0.0
240000.0,1,2,1,34,0,-2.8691098189602666,-1.5603992212245184,0.8348354951623573,1.0
150000.0,1,1,2,27,0,-1.889328728884042,-0.6579335874838568,0.7398092135283348,0.0
210000.0,2,2,1,33,0,-3.4052508271491213,-1.4053136533667512,0.5842690656227448,0.0
50000.0,2,3,1,51,1,-3.9536167865843854,-1.5379975462319904,0.5207166864766359,-1.3333333333333333
50000.0,1,1,2,24,0,-1.0036967049528833,-1.3040364317595394,352.7564272454118,0.0
240000.0,1,1,2,47,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
180000.0,1,2,2,28,0,-3.9969682860552327,-1.4665966102043158,0.48936006998416637,-1.0
50000.0,1,2,2,23,0,-2.525088557903003,-1.1634034509081657,0.7628432099102792,1.1666666666666667
170000.0,1,2,2,29,0,-3.0172740674160448,2.0324774413624667,-1.0075365931640097,-2.0
20000.0,1,1,2,29,0,-3.660297970505408,-0.3815716550194298,0.14343192351003378,-0.8333333333333334
50000.0,1,1,2,28,0,-3.3084693941799745,-1.3991952894788446,0.6061138575224098,0.5
170000.0,2,2,2,27,1,-2.4845724310727384,-1.6042468480861034,1.0806120432445923,0.0
200000.0,1,1,2,34,0,7.732663239681372,3.1654879657263404,0.3624882671923393,0.5
80000.0,2,2,1,23,0,-3.1108959984859412,-1.5505816060162616,0.7345608723160354,1.3333333333333333
260000.0,2,1,1,60,0,-3.744109899352978,-0.7074637925427723,0.2578117562673354,-0.8333333333333334
140000.0,1,2,1,32,0,2.0988665382491893,-0.8999330235624899,-0.29040715773159365,0.3333333333333333
80000.0,1,1,2,25,0,-0.20316004087316944,1.9000350511162698,2.38446256284425,0.0
350000.0,1,1,2,41,0,-3.984965903748329,-1.5566781269652823,0.5215061669583916,-0.8333333333333334
280000.0,2,2,1,56,0,10.59061021734643,6.453817409418572,0.5568142909128142,0.0
30000.0,2,3,2,26,0,-2.9801566663114962,-1.3084679839747566,0.6607901315263521,0.0
140000.0,1,1,1,34,0,-0.6084248857490608,0.20773740758336243,0.5305173899540379,0.0
200000.0,2,1,2,37,0,4.630921262762123,-0.5064770152079459,-0.08994567524098265,0.0
200000.0,2,3,2,30,0,11.168177084589896,0.35029157465985744,0.028787514532762352,0.0
210000.0,1,3,1,45,1,8.234195077539365,1.9661729234607581,0.2129230438550237,4.0
50000.0,1,3,1,57,0,-2.8399564038432596,-1.608532199957013,0.8742229960433557,0.8333333333333334
30000.0,1,1,2,41,0,-1.5840102186938632,-1.3261872120922376,2.270828779431721,1.6666666666666667
50000.0,1,2,2,27,0,-4.000620894764467,-1.6645552734449307,0.5547369467263508,0.0
290000.0,1,3,1,47,0,-3.9988736296492124,-1.676790609714832,0.5591401361953926,-0.8333333333333334
250000.0,2,1,1,34,0,9.89001648017525,0.6130543710516915,0.05629508202928135,0.3333333333333333
60000.0,2,2,1,46,0,-1.7628316542567286,-1.233497934228455,1.616998884806798,0.0
110000.0,2,1,2,27,0,4.021913350148455,-0.6006095650637692,-0.11959775551404413,0.0
370000.0,1,1,2,50,0,-3.0951313116162877,1.7996787071135776,-0.8589813426659242,-2.0
100000.0,1,2,1,27,0,0.37594714696600007,1.3579954066259383,0.9869531759416444,0.5
90000.0,2,2,1,35,0,3.14976474297324,-0.3405282326633369,-0.08205964765591843,0.3333333333333333
50000.0,2,2,2,22,0,-1.459180636865624,-1.4213894277603842,3.0954907799745572,0.0
270000.0,1,2,2,37,0,-1.3552983685153344,-0.688046193718255,1.9365306871330583,0.0
300000.0,2,1,2,30,0,-3.8725590519963298,-1.1014127293686609,0.38342561786613816,-1.0
50000.0,2,2,2,22,0,-3.2570377841941927,0.035970340030106907,-0.01593696848231942,-0.16666666666666666
50000.0,2,1,2,24,1,-4.236457509773875,-1.8113131481716942,0.5596591775735215,-1.5
360000.0,1,1,2,29,0,-4.05172361304332,-1.8079712048326724,0.592442643595001,-1.1666666666666667
130000.0,1,3,1,56,1,2.1829840445846234,-0.9785099714742467,-0.30741906266826463,2.0
80000.0,1,1,2,30,0,-3.8144970712392956,-1.441383021798452,0.5121280944036563,-0.5
50000.0,1,2,2,30,0,-0.7987350439135132,-1.4492440097451569,-7.200677345550378,0.8333333333333334
20000.0,2,2,2,22,0,-2.7823084437725254,-1.407432688580389,0.7896684176625146,0.0
80000.0,2,2,1,29,0,0.6352494926831374,-1.2926687301509163,-0.7905024498921505,0.3333333333333333
240000.0,1,1,2,37,0,-2.281387871784871,2.9990930787173733,-2.340503718471969,-0.16666666666666666
80000.0,2,3,2,35,0,-2.1348827214463837,-0.16758724852717427,0.14766922199113924,-0.16666666666666666
500000.0,2,1,1,47,0,4.736795776621314,11.254277516602643,1.9617706390152956,0.0
60000.0,2,2,1,24,1,-0.8087873664688683,-1.1959654753583528,-6.254636282511298,0.0
20000.0,1,2,2,25,0,-3.3111222442390407,-1.5075841644565156,0.652316928805686,-0.16666666666666666
100000.0,2,2,1,38,1,-2.648961907454453,-1.506843912471075,0.9138136579499467,0.8333333333333334
360000.0,2,1,2,32,0,-1.574161002787376,9.858488546745358,-17.170251025209673,-0.6666666666666666
200000.0,2,3,2,47,1,13.834595755849437,0.21456390163002387,0.014463751163924982,2.0
130000.0,2,2,1,34,0,-3.144089485603523,-0.8597916956920211,0.40100550908210114,0.0
20000.0,2,2,2,31,0,-2.1518973718553993,-1.7181667218198762,1.4915970500500126,3.1666666666666665
310000.0,1,1,2,32,0,1.2741632512824848,0.5163080951107739,0.2270321160187637,0.0
60000.0,2,1,2,27,1,-2.076216858309916,-1.4379780097425972,1.336141502188312,0.6666666666666666
180000.0,2,1,2,29,0,-3.325888100176548,-0.38965682284865305,0.16753033940845044,-1.0
180000.0,2,1,2,24,0,-3.0778378513551776,0.486286006791033,-0.23403462713602724,-0.3333333333333333
50000.0,1,2,1,36,0,-2.874130353624521,-0.3105398199300373,0.16569808995914354,-0.3333333333333333
50000.0,2,1,2,24,1,-0.5804651852298655,-1.3367652979219249,-3.1863036173871433,1.8333333333333333
150000.0,2,2,1,34,0,-4.025843199786584,-1.7065446730803542,0.5639897907468301,-2.0
20000.0,2,1,2,22,0,-2.4896784389430033,-0.26696270802044575,0.1792082781367691,-0.16666666666666666
500000.0,2,1,1,34,0,-3.9535381453397527,-0.5901480470385766,0.1998105384112757,-1.5
30000.0,2,3,2,22,1,-2.3516918317116158,-1.6432603650949926,1.2157063663055288,0.8333333333333334
180000.0,2,1,1,38,0,-4.042648526852087,-1.8113131481716942,0.5953080456669348,-2.0
140000.0,1,1,2,31,0,-2.094492045559723,0.5069914074814444,-0.4632207328854265,0.6666666666666666
140000.0,2,1,2,26,0,-3.1093806791588454,0.9764506123306623,-0.46290867361127064,-0.8333333333333334
120000.0,1,2,2,26,0,6.41180795379733,-0.1289154123857517,-0.017393247799911464,0.0
360000.0,2,2,1,48,0,13.928854743649554,0.3389944459062622,0.022707330986019802,0.0
20000.0,1,3,1,43,0,-2.5267584900573863,0.08174555315010551,-0.053541901802054453,-0.3333333333333333
100000.0,1,1,1,47,0,-4.008740364342475,-1.524528163815702,0.5066998076282564,-1.0
210000.0,2,2,1,41,1,-3.910748354897128,-1.40739386540409,0.4835161593534012,-1.0
80000.0,2,2,2,24,1,1.766292142990271,-1.0254189265094276,-0.3706835263613854,0.0
330000.0,2,1,1,50,0,-3.775289030423974,-1.202071864764342,0.43313393725362886,-1.3333333333333333
220000.0,1,1,2,24,0,2.0867822684804587,4.7862299372494,1.5505563790884205,-0.5
210000.0,2,1,1,38,1,-4.01381969895399,-1.1291959792986415,0.37467270510261547,-0.6666666666666666
40000.0,2,3,1,43,0,-0.8031447100665712,-1.3250610061907182,-6.731142488671848,0.0
30000.0,1,2,2,39,0,-2.5437145610010234,-1.324733219758721,0.8581464820152348,0.3333333333333333
470000.0,1,2,2,27,0,26.360515165164287,1.4128041690476933,0.051636607005356806,1.3333333333333333
30000.0,1,3,1,42,0,-3.9978939855721642,-1.6633743827661043,0.5548476332956919,-0.5
240000.0,2,2,1,36,1,-4.138764296002944,-1.8113131481716942,0.5770784223837098,-1.5
80000.0,1,2,2,36,0,3.070847413497148,-0.6897925286858598,-0.16944691328857223,0.3333333333333333
110000.0,2,3,0,31,0,2.746761599281065,-0.290873161041018,-0.07763321826956678,0.0
310000.0,2,1,2,38,0,-3.967861598913728,-1.53161890100822,0.5160681689364526,-1.3333333333333333
360000.0,2,1,1,40,1,6.35521780521538,0.1263822241918849,0.017182662368240245,1.0
330000.0,2,3,2,45,0,26.29951305654756,2.4130072673585827,0.08839012118495802,0.0
300000.0,2,2,2,35,0,17.401587557418132,2.506072446429444,0.1361878391529966,0.0
320000.0,2,2,2,33,0,2.382730404903652,0.406459354570621,0.12015718248826805,0.0
50000.0,2,3,2,37,1,-0.43146000642470794,0.13822479346254735,0.24312237489805044,1.0
170000.0,2,1,2,28,0,7.627817851096717,0.9778097928245773,0.11333222486845661,0.0
350000.0,1,3,1,44,0,-3.9350305393705964,-1.5359261295047455,0.5233083979542229,-1.1666666666666667
20000.0,1,2,1,37,0,-2.404331947798062,-1.4045789923766419,1.0001759160852015,0.0
50000.0,1,2,2,23,1,-1.0831318758719246,-1.3070123729040288,15.722156623984405,0.3333333333333333
20000.0,2,3,2,24,0,-3.1419279710984136,-1.5386706840879085,0.7183578088757366,0.5
50000.0,2,1,2,24,0,-2.1326631189505463,-1.438079932579996,1.2696448825070155,0.0
20000.0,1,2,2,23,1,-2.6409847510631073,-1.074461628481069,0.6547663698794167,0.8333333333333334
50000.0,1,2,1,26,0,-1.084685717042598,1.4732466991502209,-17.39663724414304,-0.6666666666666666
190000.0,1,2,2,34,1,8.530369561653025,0.2244659708958984,0.023552703748139354,1.0
60000.0,2,2,1,33,0,-1.4699321067696134,-1.4744542122874662,3.1375898582948385,0.0
80000.0,1,1,2,35,0,-3.4054786188643367,0.35347908268429373,-0.14694750554514455,-1.0
150000.0,2,2,2,27,0,1.7590809375015357,-1.0850789184118723,-0.3932754939021314,0.0
210000.0,2,1,2,31,0,-3.7738290080610875,-0.7145736249077681,0.2576127161519796,-1.6666666666666667
240000.0,2,3,1,50,1,15.77105961348489,1.1202070868749203,0.06679405551538377,0.0
140000.0,2,2,3,41,1,-2.312903052329457,-1.0234023898145743,0.7794957807423574,0.0
60000.0,2,1,2,28,0,-3.432329275423043,-1.6617521868797254,0.6831937614987202,0.0
50000.0,1,1,2,39,0,-0.4742040017120474,-1.0743670660387556,-2.043315410419647,0.0
50000.0,2,2,2,27,0,-1.4855065052787082,-1.3585462902077738,2.798204092915071,0.0
180000.0,2,1,2,32,0,-3.8408881016977308,-1.4510208095233201,0.5107630985733588,0.0
30000.0,2,1,2,40,0,-4.043945897207824,-1.7773692971563053,0.583903051229217,1.0
20000.0,2,2,2,40,0,-2.902998083738477,-1.4989694926093375,0.7876883878225367,-0.3333333333333333
250000.0,2,2,1,75,0,-3.1690268406017714,-1.1145615159492543,0.5138532613271084,-0.8333333333333334
100000.0,2,2,2,27,0,-1.088747636439292,-1.3308040582603933,14.995374656211059,0.0
330000.0,1,1,2,25,0,-0.21923461716240356,-0.983032778346032,-1.259062965590661,0.3333333333333333
50000.0,1,3,1,46,0,-2.2948684070994907,-1.4117346229911403,1.0902533533530487,0.0
50000.0,2,2,2,26,0,-0.47643408732004355,-1.2057195339859614,-2.3028992239282573,0.8333333333333334
30000.0,1,2,2,28,0,-2.0662570316725444,-1.3457869824700563,1.262160006916004,0.0
140000.0,2,2,2,26,1,5.5186297154858135,-0.3796381053843402,-0.05823894314513106,0.0
160000.0,2,1,2,28,0,1.1462442490879061,6.506846377163996,3.0317361968141436,-0.16666666666666666
400000.0,2,2,2,29,0,-3.5645908104074064,-0.9432641556630663,0.36780298511372306,-0.8333333333333334
50000.0,1,2,1,25,0,-1.4227648132234385,-1.420392555588364,3.359770045095172,0.0
140000.0,2,2,1,48,0,-3.609070274407863,-0.06720157527455223,0.025756905030012593,-0.8333333333333334
160000.0,2,2,1,33,0,-2.7958153598253066,1.9948502391778784,-1.1108325966049948,-0.8333333333333334
100000.0,2,3,1,43,0,-3.2085301609879644,-1.8113131481716942,0.8201441756002196,-1.3333333333333333
220000.0,1,1,1,48,1,12.902718290304135,0.5778937015303853,0.04156695758795695,0.3333333333333333
510000.0,2,1,2,29,0,3.625996524809393,7.396240112340932,1.5988425569873688,0.0
50000.0,1,2,2,29,0,-1.0339210980861642,-0.858730794726426,25.3155364412182,0.0
160000.0,2,1,1,38,0,-3.0609268170368873,0.7410243792328388,-0.35955880291676345,-0.5
230000.0,2,1,2,37,0,-3.2972670852945436,1.328065952015473,-0.5781068995054162,-2.0
80000.0,2,1,2,37,0,-3.512376340088386,-0.09058597879271742,0.03605589550709214,-1.0
150000.0,2,2,1,25,0,-3.95381606567359,-1.734735326223273,0.5872861707208851,-1.1666666666666667
10000.0,1,3,2,23,0,-3.2574053367200206,-1.5954523197055825,0.7067637759835161,0.3333333333333333
130000.0,2,3,2,49,1,1.1758645756411574,-1.2617839013623204,-0.5799000156020799,0.0
40000.0,2,1,2,48,0,-0.9018334738405906,-1.2817670180523066,-13.057068108643143,0.0
50000.0,1,2,2,27,1,-2.9558802746895445,-1.4032137970398093,0.7174333803548075,1.0
100000.0,1,3,2,32,0,-1.4192284335411522,-1.25898214238797,3.0030934012599264,0.0
120000.0,1,1,1,34,0,-3.9884012245654885,-1.7274072689464917,0.5780372644565676,0.0
260000.0,2,1,2,58,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
200000.0,2,2,2,33,0,-2.8232044430441356,-1.1446258627462633,0.6278099349270588,0.0
360000.0,2,2,2,28,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-2.0
70000.0,2,2,2,36,0,-0.20517543454721515,-0.3123258095420879,-0.3929493665865327,0.0
460000.0,1,1,1,40,1,-3.5932624033586795,-0.020224050413758465,0.0077986903244211475,-0.5
50000.0,2,1,2,26,0,-4.012722270727763,-1.7019416736013389,0.5649182103965436,-1.0
50000.0,1,3,1,33,0,-0.9501802240453671,-1.4251011051509457,-28.605128743426633,0.0
250000.0,2,2,1,31,0,5.088737833496411,-0.2604123639891566,-0.04276951498166523,0.0
30000.0,2,1,2,27,0,-3.9599919287529626,-1.6369237965816774,0.5530163040921904,-0.5
